year,path,file,category,md5sum,is_well_formed,num_vars,num_clauses,num_unary_clauses,num_binary_clauses,num_ternary_clauses,num_large_clauses,num_generators,percent_sym_vars,is_only_involution,is_inverting_perm,num_orbits
2013,2013/hard/SC13_submissions/mugrauer_balint--GI/crafted_n11_d6_c3_num18.cnf,crafted_n11_d6_c3_num18.cnf,crafted,3ca6dd13f03e020fbfeabe12835e33bc,1,36208,7010492,0,7010008,0,484,46,100,1,0,1147
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/velev-vliw-sat-4.0-b8.cnf,velev-vliw-sat-4.0-b8.cnf,velev,3cca3d84d39a0af5ca07fb4e9a32cf11,1,521179,13378617,1,8714562,4209393,454661,2,1,1,1,1196
2017,2017/all/NoLimits/mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf,mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf,unknown,3cd7cbba289e3bac63c9716bd9cde00a,1,5000,21250,0,0,21250,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf,mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf,unknown,3cd7cbba289e3bac63c9716bd9cde00a,1,5000,21250,0,0,21250,0,0,0,1,0,0
2018,2018/all/Heule/CNP-5-1200.cnf,CNP-5-1200.cnf,cnp,3cd81e3eb1cc0a1831858920feb74848,1,22085,163211,4,158790,0,4417,2,100,1,0,8834
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-72.cnf,prime2209-72.cnf,prime,3cefa3c081dcf954481e847c9064d028,1,87048,256464,72,170928,85464,0,71,100,1,0,1209
2014,2014/hard/sc14-crafted/rook-46-1-1.cnf,rook-46-1-1.cnf,unknown,3d0c3d33dadfab9b694303121f3a90f2,1,101473,391269,1,99448,291728,92,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/tseitingrid6x155_shuffled.cnf,tseitingrid6x155_shuffled.cnf,tseitingrid,3d1100c045f6cab1b2981b128300d4a4,1,1860,7440,0,0,0,7440,930,100,0,1,2
2017,2017/all/NoLimits/g2-ak128astepbg2msisc.cnf,g2-ak128astepbg2msisc.cnf,ak128,3d16b340d7c52b9cbd41e3cf5d4a78cf,1,293123,943237,1,455940,487295,1,1,1,1,0,2
2016,2016/app/NoLimits/g2-ak128astepbg2msisc.cnf,g2-ak128astepbg2msisc.cnf,ak128,3d16b340d7c52b9cbd41e3cf5d4a78cf,1,293123,943237,1,455940,487295,1,1,1,1,0,2
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/3blocks.cnf.mis-137.debugged.cnf,3blocks.cnf.mis-137.debugged.cnf,unknown,3d2439cdbc456557fc36367300d91cfc,1,20149,41268,136,21412,19720,0,0,0,1,0,0
2014,2014/app/sc14-app/11pipe_q0_k.cnf,11pipe_q0_k.cnf,pipe,3d2a57ecbdb4f6b63e32b161d7da83ff,1,104244,3007883,1,2763112,197592,47178,22,23,1,1,11594
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATChallenge2012_Application/SAT_Race_unselected/velev/pipe_unsat_1.1/11pipe_q0_k.cnf,11pipe_q0_k.cnf,pipe,3d2a57ecbdb4f6b63e32b161d7da83ff,1,104244,3007883,1,2763112,197592,47178,22,23,1,1,11594
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/velev/pipe_unsat_1.1/11pipe_q0_k.cnf,11pipe_q0_k.cnf,pipe,3d2a57ecbdb4f6b63e32b161d7da83ff,1,104244,3007883,1,2763112,197592,47178,22,23,1,1,11594
2013,2013/hard/SC13_submissions/surynek--gridMRPP/8x8_10pc/SAT/mrpp_8x8#24_16.cnf,mrpp_8x8#24_16.cnf,unknown,3d3109dd48ae7373d293f6d4f8a707b3,1,14534,115034,580,49185,38190,27079,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,contest02-Mat26.sat05-457.reshuffled-07.cnf,unknown,3d4fadc8af17bc65dbe7fef013825ed5,1,744,2464,0,960,1504,0,5,100,1,0,32
2018,2018/all/Mayer-Eichberger/8-5-6.cnf,8-5-6.cnf,Mayer-Eichberger,3d59ded2d014ac89da05fb3251133f42,1,74124,1752053,12621,204238,1533780,1363,12623,35,1,0,3151
2014,2014/app/sc14-app/008-80-8.cnf,008-80-8.cnf,unknown,3d641c04e526dd09851a679061e6db09,1,13408,478484,296,90,8800,469298,0,0,1,0,0
2015,2015/all/008-80-8.cnf,008-80-8.cnf,unknown,3d641c04e526dd09851a679061e6db09,1,13408,478484,296,90,8800,469298,0,0,1,0,0
2013,2013/app/SC13_submissions/kummling_grosmann--pesp/b04_s_2_unknown_pre.cnf,b04_s_2_unknown_pre.cnf,unknown,3d6547839860e628a0bd683c0666d3ed,1,123133,801488,211,290426,181960,328891,0,0,1,0,0
2017,2017/all/NoLimits/mp1-22.4.cnf,mp1-22.4.cnf,mp1,3d7d8ea3b5da332b7686d550b7cd7bb2,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2016,2016/app/NoLimits/mp1-22.4.cnf,mp1-22.4.cnf,mp1,3d7d8ea3b5da332b7686d550b7cd7bb2,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,traffic_b_unsat.cnf,trafic,3dc443ddf213a09407d2a75925179735,1,26061,742909,0,38032,84426,556453,11,25,1,0,3213
2017,2017/all/NoLimits/mp1-klieber2017s-1000-024-eq.cnf,mp1-klieber2017s-1000-024-eq.cnf,unknown,3de4799b387cc29760ea2b1b64da95bf,1,5823,17398,1,11598,5799,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-klieber2017s-1000-024-eq.cnf,mp1-klieber2017s-1000-024-eq.cnf,unknown,3de4799b387cc29760ea2b1b64da95bf,1,5823,17398,1,11598,5799,0,0,0,1,0,0
2015,2015/all/manthey_single-ordered-initialized-w44-b9.cnf,manthey_single-ordered-initialized-w44-b9.cnf,unknown,3e03fcaf27c91ff38c11cfad312b2ff2,1,11286,91680,27,17666,72952,1035,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,instance_n9_i9_pp.cnf,parity-game,3e04f934e4f74a8e89587f6c1327f77e,1,33867,454832,0,60642,228663,155195,8,1,1,0,8
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,smt-qfbv,3e096f1741207cfe19f60d689638aea3,1,266805,720122,2,480080,240040,0,57,1,1,0,57
2016,2016/hard/crafted16/Elffers/tseitingrid7x165_shuffled.cnf,tseitingrid7x165_shuffled.cnf,tseitingrid,3e1701b0b660df87ce132272c76303bd,1,2310,9240,0,0,0,9240,1155,100,0,1,2
2014,2014/hard/sc14-crafted/ccp-s9-facto4.cnf,ccp-s9-facto4.cnf,ccp,3e216c95166ad0cabc7ea3a04422c987,1,1908,56781,0,1296,55440,45,43,99,1,0,7
2013,2013/hard/SC13_submissions/mugrauer_balint--GI/crafted_n11_d6_c3_num24.cnf,crafted_n11_d6_c3_num24.cnf,crafted,3e2b2248ec53381c911d174f508b14fb,1,36208,7010872,0,7010388,0,484,46,100,1,0,1147
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,AProVE11-09.cnf,aprove,3e4037d5dd03d729a7686569725265e7,1,68779,234693,1,103012,124469,7211,41,1,1,0,29
2014,2014/app/sc14-app/E02F20.cnf,E02F20.cnf,unknown,3e5703cd522988fbb05dcac3c4dbbe9d,1,10420,395383,22,27468,20815,347040,0,0,1,0,0
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,E02F20.cnf,unknown,3e5703cd522988fbb05dcac3c4dbbe9d,1,10420,395383,22,27468,20815,347040,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,E02F20.cnf,unknown,3e5703cd522988fbb05dcac3c4dbbe9d,1,10420,395383,22,27468,20815,347040,0,0,1,0,0
2015,2015/all/E02F20.cnf,E02F20.cnf,unknown,3e5703cd522988fbb05dcac3c4dbbe9d,1,10420,395383,22,27468,20815,347040,0,0,1,0,0
2016,2016/hard/crafted16/Heule/Ptn-7824-b07.cnf,Ptn-7824-b07.cnf,unknown,3e912987e4df000e177795dae72b2653,1,3729,14337,0,289,14048,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,unknown,3ea6a8df7aa4f426ea9b73a3dcbe6d01,1,1339,7095,27,289,1489,4919,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,mod,3eaa6f3feb0ec3466c3c6ca585bd4a02,1,298,2176,0,0,0,2176,88,60,1,0,88
2015,2015/all/jgiraldezlevy.2200.9086.08.40.79.cnf,jgiraldezlevy.2200.9086.08.40.79.cnf,unknown,3ecb6349069565ea2f36274264484ac3,1,2200,9086,0,0,9079,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/3_31_1/IBM_FV_2004_rule_batch_3_31_1_SAT_dat.k35.debugged.cnf,IBM_FV_2004_rule_batch_3_31_1_SAT_dat.k35.debugged.cnf,ibm,3efaf3a9e33c71d9c71f136ba4bf88ed,1,45625,189169,577,143748,22990,21219,13,1,1,0,12
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-200-100.cnf,sgen1-sat-200-100.cnf,unknown,3eff3d0cb86e42a8fbb844259e0c7beb,1,200,480,0,400,0,80,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,em_11_3_4_fbc.cnf,edgematching,3f38c028c252f031e9505f68e48a880b,1,8713,129507,0,40674,62086,21563,47,100,0,0,1410
2014,2014/hard/sc14-crafted/hid-uns-enc-6-1-0-0-0-0-26462.cnf,hid-uns-enc-6-1-0-0-0-0-26462.cnf,unknown,3f3ec367398551146042f2f5ca99f4b7,1,1908,6232,4,3672,0,2556,0,0,1,0,0
2018,2018/all/Porkhunov/mchess_15.cnf,mchess_15.cnf,mchess,3f703a991f0734297c6ed8a6dce1db38,1,420,1391,4,1170,48,169,5,100,1,0,105
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/ibm/2004/07/IBM_FV_2004_rule_batch_07_SAT_dat.k90.cnf,IBM_FV_2004_rule_batch_07_SAT_dat.k90.cnf,ibm,3f99862b4b4038ad74ea40bf30863f64,1,23501,60254,0,28081,30954,1219,35,84,1,1,9830
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATChallenge2012_Application/SAT_Competition_2011_unselected/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_2.cnf,aes_32_3_keyfind_2.cnf,aes,3fa9101d04cd46f278ef4d2bd1e75643,1,708,2664,76,120,1856,612,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2011 unselected/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_2.cnf,aes_32_3_keyfind_2.cnf,aes,3fa9101d04cd46f278ef4d2bd1e75643,1,708,2664,76,120,1856,612,0,0,1,0,0
2014,2014/app/sc14-app/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,hwmcc,3fad4722cb319d6fee4192f2fe2c31ed,1,98935,296405,2,197602,98801,0,45,1,1,0,45
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,hwmcc,3fad4722cb319d6fee4192f2fe2c31ed,1,98935,296405,2,197602,98801,0,45,1,1,0,45
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,hwmcc,3fad4722cb319d6fee4192f2fe2c31ed,1,98935,296405,2,197602,98801,0,45,1,1,0,45
2014,2014/hard/sc14-crafted/ccp-s6-facto3.cnf,ccp-s6-facto3.cnf,ccp,3fdef472ea90cef0c1cdbdc941feab28,1,522,6414,0,270,6120,24,22,97,1,0,5
2017,2017/all/NoLimits/mp1-9_14.cnf,mp1-9_14.cnf,mp1,3ffb89eefde37e940160ab49730656e1,1,1458,280139,41,17496,0,262602,1,12,1,0,81
2016,2016/app/NoLimits/mp1-9_14.cnf,mp1-9_14.cnf,mp1,3ffb89eefde37e940160ab49730656e1,1,1458,280139,41,17496,0,262602,1,12,1,0,81
2014,2014/hard/sc14-crafted/hid-uns-enc-7-1-0-0-0-0-3557.cnf,hid-uns-enc-7-1-0-0-0-0-3557.cnf,unknown,401e841e80553632799924727b9e8927,1,3871,11666,4,6909,0,4753,0,0,1,0,0
2014,2014/app/sc14-app/complete-400-0.1-16-98765432140016.cnf,complete-400-0.1-16-98765432140016.cnf,unknown,4036971c3dc4517c9bcddf2769f02b76,1,800,47114,0,31272,0,15054,0,0,1,0,0
2015,2015/all/complete-400-0.1-16-98765432140016.cnf,complete-400-0.1-16-98765432140016.cnf,unknown,4036971c3dc4517c9bcddf2769f02b76,1,800,47114,0,31272,0,15054,0,0,1,0,0
2014,2014/hard/sc14-crafted/ccp-s6-facto4.cnf,ccp-s6-facto4.cnf,ccp,4050b7d7b2d4c630fad950780531e2ab,1,840,11430,0,360,11040,30,28,98,1,0,5
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest05/others/sgp_5-6-8.sat05-2669.reshuffled-07.cnf,sgp_5-6-8.sat05-2669.reshuffled-07.cnf,sgp,4064da8380443613a08af89e2e77b8a2,1,58560,778800,96,599208,177096,2400,120,12,1,0,1152
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/289-sat-6x8.cnf.mis-143.debugged.cnf,289-sat-6x8.cnf.mis-143.debugged.cnf,unknown,4070abd2b0811a663e290369715cb597,1,27505,54962,142,27840,26980,0,0,0,1,0,0
2015,2015/all/mrpp_6x6#10_8.cnf,mrpp_6x6#10_8.cnf,unknown,4086bd227c087d44323bb317cc567e67,1,3893,25742,280,11592,8456,5414,0,0,1,0,0
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2011/application/SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,gss-21-s100.cnf,unknown,4088fb63f552da21c0e8cd91f519e724,1,31613,95104,64,60978,34062,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/ibm/2004/3_11/IBM_FV_2004_rule_batch_3_11_SAT_dat.k90.cnf,IBM_FV_2004_rule_batch_3_11_SAT_dat.k90.cnf,ibm,408a04ec203346f4fb44e687ed71e0d6,1,294459,1173080,1278,893079,165378,112527,94,1,1,0,82
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-02.cnf,AProVE07-02.cnf,unknown,4091fe387de1d8dc081a8ac19da38bdb,1,6196,22741,1,12147,9205,1388,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2010/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,sortnet-8-ipc5-h19-sat.cnf,unknown,409f4401e9e8b60ee665ac5567a13e41,1,361125,1254773,256,896240,346435,11842,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/Submissions/Combinatorial/sgen4-sat2012-unsat/sgen4-unsat-65-1.cnf,sgen4-unsat-65-1.cnf,unknown,40b774673c61874e4236730417a13a9e,1,65,140,0,0,140,0,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/rphp5_035_shuffled.cnf,rphp5_035_shuffled.cnf,rphp,40ca69481f76cbaaa672add919da5c9d,1,350,2945,0,525,0,2420,38,100,0,0,3
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/manolios/cnf/f10id.cnf,f10id.cnf,f,40d07db7a5a5f01512e93cd19a6e6e7b,1,580355,1730704,1,1153802,576901,0,1,7,1,0,18459
2014,2014/hard/sc14-crafted/crafted_n12_d6_c4_num20.cnf,crafted_n12_d6_c4_num20.cnf,crafted,40f209bf90034697c4cd4bcc4174f8dc,1,56064,15834252,0,15833724,0,528,50,100,1,0,1776
2013,2013/hard/SC13_submissions/mugrauer_balint--LABS/LABS_n070_goal006.cnf,LABS_n070_goal006.cnf,labs,410814f447128b64e2d8d70e493e2a78,1,180890,366276,130,189654,176492,0,6,1,1,0,6
2014,2014/hard/sc14-crafted/FlowerSnark-k6.cnf,FlowerSnark-k6.cnf,unknown,4111bd657cb3871766b33182a7d32d11,1,16800,211490,400,52650,154300,4140,0,0,1,0,0
2013,2013/app/satchal12-submitted/application/SAT2012_AES/Benchmarks/24/aes_24_4_keyfind_2.cnf,aes_24_4_keyfind_2.cnf,aes,415da0714a8570fa2ff81710f3715cd7,1,520,5968,80,192,736,4960,0,0,1,0,0
2013,2013/hard/SC13_submissions/heule_szeider--cwd/rndcwd/rnd-v25-e195-k11.cnf,rnd-v25-e195-k11.cnf,unknown,4161b270b5ac9719c28e01fc327495f9,1,41125,921565,625,148069,764821,8050,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,rnd_150_42_s.cnf,rnd,4177e06821060b0db9493e3e34514fae,1,6384,23817,0,11410,12300,0,20,1,1,0,1
2018,2018/all/Biere/uniqinv45prop.cnf,uniqinv45prop.cnf,uniqinv,4186477b3f336d375309654cca0f25d9,1,15891,46740,1,31160,15579,0,1,99,1,0,7835
2018,2018/all/Ehlers/ex095_8.cnf,ex095_8.cnf,unknown,41b8fe900df0e8488340c7fd76dabb3e,0,537752,12965490,3431,828541,2397526,2915910,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2010/cryptography/mizh/sha0_35_3.cnf,sha0_35_3.cnf,sha,41d0118c47af202f6c4d6c3e9e8bdfb7,1,48689,204067,187,84522,36898,82288,50,1,1,0,50
2014,2014/app/sc14-app/002-80-12.cnf,002-80-12.cnf,unknown,41d282f57c8146103a8937a7417238af,1,13408,478488,300,90,8800,469298,0,0,1,0,0
2015,2015/all/002-80-12.cnf,002-80-12.cnf,unknown,41d282f57c8146103a8937a7417238af,1,13408,478488,300,90,8800,469298,0,0,1,0,0
2013,2013/hard/satcomp11-main-track-selected/SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,unknown,41d80cc808c021a52e21ee9950bc91e0,1,764,9695,0,0,9504,191,0,0,1,0,0
2017,2017/all/NoLimits/g2-modgen-n200-m90860q08c40-13698.cnf,g2-modgen-n200-m90860q08c40-13698.cnf,unknown,41f098cae3cd7441d4cdc976512932f7,1,2200,9086,0,0,9085,0,0,0,1,0,0
2016,2016/app/NoLimits/g2-modgen-n200-m90860q08c40-13698.cnf,g2-modgen-n200-m90860q08c40-13698.cnf,unknown,41f098cae3cd7441d4cdc976512932f7,1,2200,9086,0,0,9085,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-FIFO.used-as.sat04-991.sat05-4192.reshuffled-07.cnf,phnf-size10-exclusive-FIFO.used-as.sat04-991.sat05-4192.reshuffled-07.cnf,phnf,41f1c0479c607ce4a810d6cbab59e2f9,1,49509,3649657,0,3644023,1,5633,10,1,1,0,10
2012,2012/app/Application SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,uts-l06-ipc5-h31-unknown.cnf,uts,4211c3af8594e6cbb06d7f7e8978c614,1,151768,761906,34,614506,141844,5280,21,1,1,0,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,php-010-008.shuffled-as.sat05-1171.cnf,hole-shuffle,421970908f111607c59182237109849e,1,80,370,0,360,0,10,10,100,0,0,1
2013,2013/hard/satchal12-submitted/hard_combinatorial/sgen4-sat2012-unsat/sgen4-unsat-101-1.cnf,sgen4-unsat-101-1.cnf,unknown,421a355b8cd4687b8900ba38436eda36,1,101,212,0,0,212,0,0,0,1,0,0
2014,2014/app/sc14-app/6s16-opt.cnf,6s16-opt.cnf,6s,422020b566adcb3c68f1118ddb2be84b,1,30823,89899,1,59932,29966,0,22,1,1,0,42
2015,2015/all/6s16-opt.cnf,6s16-opt.cnf,6s,422020b566adcb3c68f1118ddb2be84b,1,30823,89899,1,59932,29966,0,22,1,1,0,42
2014,2014/app/sc14-app/008-80-4.cnf,008-80-4.cnf,unknown,422398d39121490ce9d0a4ef8f226b3d,1,13408,478480,292,90,8800,469298,0,0,1,0,0
2015,2015/all/008-80-4.cnf,008-80-4.cnf,unknown,422398d39121490ce9d0a4ef8f226b3d,1,13408,478480,292,90,8800,469298,0,0,1,0,0
2015,2015/all/jgiraldezlevy.2200.9086.08.40.109.cnf,jgiraldezlevy.2200.9086.08.40.109.cnf,unknown,4229ba58faca5e262fa3060600995332,1,2200,9086,0,0,9084,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,partial-5-11-s.cnf,unknown,422fec8fdb09699d55480e890c49e06a,1,164587,738865,6253,596831,93437,30980,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,rbsat-v760c43649gyes1.cnf,unknown,424de5d4f0392bf458f49384a643429b,1,760,43649,0,43609,0,40,0,0,1,0,0
2014,2014/hard/sc14-crafted/em_7_4_9_fbc.cnf,em_7_4_9_fbc.cnf,edgematching,4259362ee72589b1a94d1f5c9f846a0b,1,1677,28863,0,17356,8250,2857,2,99,0,0,408
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,em_7_4_9_fbc.cnf,edgematching,4259362ee72589b1a94d1f5c9f846a0b,1,1677,28863,0,17356,8250,2857,2,99,0,0,408
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,em_7_4_9_fbc.cnf,edgematching,4259362ee72589b1a94d1f5c9f846a0b,1,1677,28863,0,17356,8250,2857,2,99,0,0,408
2016,2016/hard/crafted16/Elffers/rphp5_105_shuffled.cnf,rphp5_105_shuffled.cnf,rphp,4264ecc17cef2a5776bd7cbc7e99d992,1,1050,23525,0,1575,0,21950,108,100,0,0,3
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/C171_FR.cnf.mis-128.debugged.cnf,C171_FR.cnf.mis-128.debugged.cnf,unknown,428e68a1564520d179253dd3354a3d61,1,21931,44891,127,23301,21463,0,0,0,1,0,0
2014,2014/hard/sc14-crafted/rbsat-v1150c84314gyes5.cnf,rbsat-v1150c84314gyes5.cnf,unknown,4293adf00bc39e80dd7d687eefdc78be,1,1150,84314,0,84264,0,50,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n24himBHm26-p0-q256.cnf,satsgi-n24himBHm26-p0-q256.cnf,satsgi,42a1f4c6117fd2a64303e8334554fac7,1,624,15000,0,14976,0,24,48,100,1,0,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,mod,42a2d57c47222c3ed0e0546d3518a54d,1,311,2200,0,0,0,2200,91,59,1,0,91
2014,2014/hard/sc14-crafted/ccp-s9-facto2.cnf,ccp-s9-facto2.cnf,ccp,42a309199878ab8f0e99f9cd5959ac33,1,630,14139,0,648,13464,27,25,98,1,0,7
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/manolios/cnf/f10nidw.cnf,f10nidw.cnf,f,42a32de703a0b19a42c88453e34dddd3,1,824210,2459566,1,1639710,819855,0,1,6,1,0,21515
2012,2012/hard/Hard Combinatorial SAT+UNSAT/Submissions/Combinatorial/sgen4-sat2012-unsat/sgen4-unsat-89-1.cnf,sgen4-unsat-89-1.cnf,unknown,42a43022838a8b412aa21a5828d5f819,1,89,188,0,0,188,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,unknown,42a7abc6638576e7c05fba1c9e36829b,1,2969,18718,35,414,2318,15611,0,0,1,0,0
2015,2015/all/mrpp_8x8#18_12.cnf,mrpp_8x8#18_12.cnf,unknown,42a88b638eb14e346a7df406d2fcb468,1,10790,88451,580,36069,28006,23796,0,0,1,0,0
2014,2014/hard/sc14-crafted/sgen6-1320-5-1.cnf,sgen6-1320-5-1.cnf,unknown,42d79a2f625ac38bf69c8e9fa764eca5,1,220,528,0,440,0,88,0,0,1,0,0
2018,2018/all/final/Zhou/si2-b03m-m400-03.cnf,si2-b03m-m400-03.cnf,unknown,42eebfabbefd4fd243fe620889e7a440,1,5310,298157,1,80829,521,216770,0,0,1,0,0
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATChallenge2012_Application/SAT_Competition_2011_unselected/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,unknown,42f3503956f4db7099ca37aa90921a11,1,630506,3386280,720,3357320,160,28080,0,0,1,0,0
